Student Tag,Enrollment Term,Subject,Entry Teacher Tag,Exit Teacher Tag,Q1 (Before),Q1 (After),Q1 (Change),Q2 (Before),Q2 (After),Q2 (Change),Q3 (Before),Q3 (After),Q3 (Change),Q4 (Before),Q4 (After),Q4 (Change),Q5 (Before),Q5 (After),Q5 (Change),Q6 (Before),Q6 (After),Q6( Change),Q7 (Before),Q7 (After),Q7 (Change),Q8 (Before),Q8 (After),Q8 (Change),Q9 (Before),Q9 (After),Q9 (Change),Q10 (Before),Q10 (After),Q10 (Change),Q11 (Before),Q11 (After),Q11 (Change),Q12 (Before),Q12 (After),Q12 (Change),Q13 (Before),Q13 (After),Q13 (Change),Q14 (Before),Q14 (After),Q14 (Change),Q15 (Before),Q15 (After),Q15 (Change),Q16 (Before),Q16 (After),Q16 (Change),Q17 (Before),Q17 (After),Q17 (Change),Q18 (Assigned Text Read Completely),Q19 (Chinese Translation),Q20 (Time/RJ),Q21 (Time/reading),Q22 (% Lecture),Q23 (% tutorial participation),Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Sex,"Phy (1: normal, 2:mainland)","Chem(1: normal, 2:mainland)","Bio(1: normal, 2:mainland)",Com Sci,Inter Sci,Eng Lit,Chin Lit,"History(1: normal, 2:mainland)",Chin History,Ethics & RS,Music,Visual Art,Econ,"Geog(1: normal, 2:mainland)",Politics_Mainland,Language,English Proficiency,Year of Study,Faculty,Term GPA,Grade,cGPA (After),cGPA (Before),First GEF?,"ScienceSubject (Phy,Chem,Bio,InterSci,CombSci)","HumanitiesSub (ChinHist, Hist, ChinLit, EngLit, RS, Politics)",Micro-modules,Micro-modules_No_a,Micro-modules_No_b,Micro-modules_No_c,Micro-modules_No_d,Micro-modules_No_e,Micro-modules_No_f,Micro-modules_No_g
1021,1617T1,UNFN,10,10,3,4,1,4,4,0,4,4,0,4,4,0,3,1,-2,3,1,-2,3,2,-1,3,4,1,3,3,0,3,3,0,3,3,0,3,3,0,4,3,-1,4,3,-1,4,3,-1,4,4,0,4,4,0,6 to 7,8 to 9,more than 15,more than 5,61-80%,61-80%,3,3,3,3,3,3,3,3,3,3,3,3,M,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,2,SSF,2.28,C-,2.63,2.80,No,0,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
1022,1617T1,UNFN,11,11,4,5,1,5,6,1,4,4,0,4,4,0,4,5,1,4,5,1,4,5,1,4,4,0,2,4,2,2,5,3,2,4,2,2,5,3,2,4,2,5,6,1,4,4,0,5,6,1,4,4,0,10 to 11,0 to 1,3 to <6,3 to <4,81-100%,81-100%,2,4,4,4,4,4,5,5,4,4,4,2,F,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,2,MED,3.55,A,3.38,3.30,No,2,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
1025,1617T1,UNFN,10,10,4,4,0,4,5,1,4,4,0,3,3,0,2,2,0,2,2,0,2,2,0,2,2,0,2,4,2,2,4,2,3,4,1,4,4,0,3,3,0,4,4,0,3,4,1,3,3,0,3,2,-1,10 to 11,10 to 11,1 to <3,2 to <3,81-100%,81-100%,2,4,3,3,2,3,1,2,3,3,4,3,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,2,ART,3.21,B,2.99,2.88,No,0,1,0,1,BLANK,BLANK,BLANK,1,BLANK,BLANK
1029,1617T1,UNFN,13,13,4,5,1,4,5,1,4,4,0,3,4,1,4,4,0,3,5,2,4,4,0,4,5,1,3,4,1,3,4,1,3,5,2,3,4,1,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1,8 to 9,0 to 1,3 to <6,3 to <4,61-80%,61-80%,3,4,4,2,3,3,3,3,4,4,3,3,F,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,,Cantonese,DSE 5 or above,2,SSF,3.43,B+,3.28,3.21,No,2,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
1034,1617T1,UNFN,10,10,2,4,2,4,5,1,4,4,0,4,4,0,3,4,1,2,4,2,3,5,2,3,5,2,2,4,2,2,5,3,2,4,2,2,5,3,3,4,1,2,4,2,3,5,2,3,5,2,4,5,1,6 to 7,0 to 1,3 to <6,2 to <3,0,81-100%,4,4,4,4,4,4,4,4,4,4,4,4,M,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK,1,1,BLANK,,Cantonese,DSE 4 or below,2,BAF,2.43,C+,2.66,2.79,No,0,1,0,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK
1038,1617T1,UNFN,7,7,5,5,0,5,5,0,5,5,0,4,5,1,3,4,1,4,4,0,4,5,1,5,5,0,5,5,0,4,5,1,4,5,1,5,5,0,5,5,0,5,5,0,5,4,-1,5,5,0,4,4,0,10 to 11,8 to 9,3 to <6,2 to <3,81-100%,81-100%,4,4,4,2,4,3,4,4,4,4,4,4,M,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,2,SCF,3.00,B+,2.84,2.76,No,2,0,0,BLANK,1,BLANK,BLANK,1,BLANK,BLANK
1039,1617T1,UNFN,2,2,4,4,0,4,5,1,4,4,0,3,4,1,3,3,0,3,4,1,3,4,1,3,4,1,3,4,1,3,4,1,4,4,0,3,4,1,4,4,0,4,4,0,4,4,0,4,5,1,3,4,1,6 to 7,0 to 1,3 to <6,2 to <3,81-100%,81-100%,4,4,4,3,4,4,4,4,4,4,4,3,F,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK,,Cantonese,DSE 4 or below,2,ENF,3.41,B+,3.23,3.14,No,2,0,0,1,BLANK,BLANK,BLANK,1,BLANK,BLANK
1040,1617T1,UNFN,1,1,4,4,0,4,4,0,5,4,-1,4,3,-1,4,3,-1,3,3,0,4,4,0,4,5,1,3,4,1,3,4,1,4,4,0,4,4,0,3,4,1,4,5,1,3,4,1,3,4,1,4,5,1,2 to 3,0 to 1,1 to <3,2 to <3,81-100%,61-80%,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,M,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK,1,,Cantonese,DSE 5 or above,2,ART,3.16,B+,3.23,3.26,No,0,0,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
1041,1617T1,UNFN,10,10,4,5,1,5,6,1,4,5,1,4,5,1,4,4,0,5,4,-1,4,5,1,5,6,1,4,5,1,4,5,1,5,5,0,4,5,1,5,5,0,4,5,1,4,5,1,5,5,0,4,5,1,8 to 9,4 to 5,3 to <6,2 to <3,81-100%,81-100%,3,3,5,1,5,2,4,4,4,4,4,2,M,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,2,ART,3.14,B-,3.16,3.17,No,2,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
1043,1617T1,UNFN,7,7,4,5,1,5,5,0,4,5,1,5,5,0,3,3,0,3,3,0,4,4,0,5,4,-1,4,3,-1,4,4,0,4,3,-1,3,4,1,5,4,-1,5,4,-1,5,4,-1,6,5,-1,5,5,0,6 to 7,2 to 3,6 to <10,1 to <2,81-100%,81-100%,4,4,4,4,4,4,4,4,4,4,4,4,M,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,2,ART,2.87,B,2.38,2.14,No,2,0,0,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
1045,1617T1,UNFN,7,7,5,5,0,6,5,-1,5,5,0,5,4,-1,4,4,0,4,5,1,4,5,1,1,2,1,3,3,0,5,3,-2,5,3,-2,5,5,0,4,3,-1,4,5,1,5,5,0,5,5,0,3,4,1,6 to 7,0 to 1,more than 15,4 to <5,81-100%,81-100%,2,5,4,4,4,5,4,4,4,4,4,4,M,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 5 or above,2,BAF,3.28,B+,3.13,3.05,No,1,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
1046,1617T1,UNFN,11,11,4,4,0,5,5,0,2,4,2,3,4,1,5,5,0,5,5,0,5,5,0,3,4,1,2,4,2,3,4,1,3,5,2,3,5,2,2,4,2,4,5,1,3,4,1,3,5,2,3,4,1,8 to 9,0 to 1,3 to <6,2 to <3,81-100%,81-100%,2,4,3,3,4,4,4,4,4,4,3,3,F,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,2,ART,2.95,B-,2.87,2.83,No,3,0,0,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1
1048,1617T1,UNFN,13,13,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,3,3,0,3,3,0,3,4,1,4,4,0,4,4,0,4,5,1,4,4,0,4,4,0,5,5,0,10 to 11,2 to 3,3 to <6,2 to <3,81-100%,81-100%,4,4,4,4,4,4,4,4,3,4,4,3,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,2,ART,3.19,B,3.18,3.17,No,0,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
1049,1617T1,UNFN,10,10,4,4,0,5,5,0,3,3,0,2,4,2,4,4,0,3,4,1,3,3,0,4,4,0,2,4,2,3,4,1,3,4,1,3,3,0,3,4,1,4,5,1,2,4,2,5,4,-1,2,4,2,6 to 7,6 to 7,3 to <6,2 to <3,61-80%,41-60%,4,4,4,4,3,4,4,3,3,4,4,3,M,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,2,ENF,1.70,C,1.83,1.87,No,2,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
1051,1617T1,UNFN,2,2,5,5,0,4,6,2,5,4,-1,4,5,1,4,6,2,4,5,1,5,4,-1,4,6,2,3,6,3,5,5,0,5,5,0,4,6,2,6,5,-1,4,6,2,5,4,-1,3,4,1,4,4,0,10 to 11,4 to 5,6 to <10,3 to <4,21-40%,81-100%,4,5,4,3,4,5,4,5,5,3,4,4,M,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,2,SCF,3.52,A-,3.42,3.38,No,3,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
1052,1617T1,UNFN,7,7,5,5,0,4,5,1,4,5,1,5,4,-1,1,4,3,1,4,3,2,4,2,3,4,1,1,4,3,1,4,3,1,4,3,3,4,1,3,5,2,4,4,0,4,4,0,4,4,0,5,5,0,0 to 1,0 to 1,6 to <10,2 to <3,21-40%,81-100%,3,4,5,3,5,3,4,4,5,5,5,3,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,2,ART,3.34,B-,3.16,3.09,No,0,2,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
1053,1617T1,UNFN,7,7,4,4,0,4,4,0,3,4,1,3,3,0,3,3,0,4,4,0,4,5,1,5,5,0,3,3,0,4,5,1,4,5,1,4,4,0,4,4,0,5,5,0,5,4,-1,5,4,-1,5,4,-1,4 to 5,6 to 7,3 to <6,2 to <3,61-80%,61-80%,3,3,4,3,4,4,4,4,3,4,4,3,M,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,2,ENF,2.93,B,2.76,2.66,No,3,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
1054,1617T1,UNFN,10,10,4,4,0,4,4,0,4,4,0,4,4,0,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,4,2,2,4,2,2,3,1,2,3,1,5,6,1,5,4,-1,4,5,1,4,5,1,8 to 9,8 to 9,3 to <6,less than 1,41-60%,61-80%,2,4,4,2,4,2,4,4,4,4,4,2,M,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,,Cantonese,DSE 4 or below,2,ENF,2.56,B,2.48,2.43,No,1,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
1055,1617T1,UNFN,12,12,6,6,0,6,6,0,5,6,1,6,6,0,6,6,0,6,6,0,4,6,2,5,6,1,5,6,1,4,6,2,5,6,1,4,6,2,5,6,1,6,6,0,6,6,0,6,6,0,6,6,0,10 to 11,8 to 9,more than 15,4 to <5,61-80%,61-80%,5,5,5,5,5,5,5,5,5,5,5,5,M,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,1,BLANK,,English,Others,2,CCST,2.85,B-,2.97,3.04,No,0,1,1,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
1056,1617T1,UNFN,2,2,4,4,0,5,5,0,4,4,0,4,4,0,3,3,0,3,3,0,4,4,0,4,4,0,3,4,1,3,4,1,3,4,1,3,4,1,3,4,1,4,4,0,4,4,0,4,4,0,4,4,0,2 to 3,2 to 3,10 to <15,2 to <3,41-60%,81-100%,4,4,4,4,4,4,4,4,4,4,4,4,M,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 5 or above,2,BAF,3.50,B,3.35,3.25,No,1,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
1057,1617T1,UNFN,11,11,2,5,3,6,5,-1,4,4,0,3,3,0,3,3,0,4,4,0,3,4,1,3,3,0,3,3,0,3,3,0,3,4,1,3,4,1,4,4,0,5,4,-1,4,4,0,5,4,-1,4,4,0,2 to 3,2 to 3,1 to <3,1 to <2,61-80%,81-100%,3,4,4,4,4,4,4,4,3,4,4,3,F,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,2,ENF,3.23,B,3.02,2.91,No,3,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
1058,1617T1,UNFN,2,2,4,6,2,5,6,1,4,6,2,4,6,2,4,5,1,4,6,2,5,6,1,5,6,1,4,6,2,4,6,2,4,6,2,4,6,2,4,6,2,5,6,1,4,6,2,5,6,1,5,5,0,8 to 9,6 to 7,6 to <10,1 to <2,81-100%,81-100%,5,5,5,4,4,4,4,4,4,5,5,4,F,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 5 or above,2,BAF,3.34,A-,3.51,3.61,No,2,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
1059,1617T1,UNFN,11,11,3,4,1,4,4,0,3,3,0,3,3,0,3,3,0,3,4,1,4,4,0,4,4,0,2,2,0,3,3,0,3,3,0,3,4,1,2,4,2,4,4,0,3,4,1,3,4,1,3,3,0,4 to 5,2 to 3,1 to <3,2 to <3,0,81-100%,4,4,4,3,3,3,2,3,3,4,4,2,M,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,2,EDU,2.86,B-,2.91,2.94,No,2,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,1
1062,1617T1,UNFN,10,10,4,6,2,6,6,0,3,5,2,4,5,1,3,5,2,2,4,2,3,3,0,3,6,3,2,6,4,3,5,2,3,5,2,4,5,1,4,6,2,5,5,0,5,5,0,5,6,1,5,6,1,6 to 7,8 to 9,6 to <10,2 to <3,81-100%,41-60%,3,4,5,2,4,1,5,4,3,4,4,2,F,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,2,ART,2.93,B-,3.03,3.07,No,1,0,0,1,BLANK,BLANK,1,1,BLANK,BLANK
1064,1617T1,UNFN,10,10,5,5,0,5,5,0,4,4,0,4,4,0,2,3,1,4,4,0,6,5,-1,6,5,-1,4,5,1,5,5,0,5,5,0,4,4,0,3,4,1,3,5,2,4,4,0,4,5,1,6,5,-1,4 to 5,6 to 7,3 to <6,1 to <2,41-60%,81-100%,3,3,3,3,4,4,4,4,4,4,3,3,M,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,2,SCF,3.57,B,3.48,3.44,No,3,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
1065,1617T1,UNFN,12,12,5,5,0,6,6,0,5,5,0,5,5,0,6,6,0,4,5,1,5,5,0,5,6,1,5,5,0,4,5,1,5,6,1,5,5,0,5,5,0,6,5,-1,5,6,1,5,6,1,5,6,1,10 to 11,0 to 1,6 to <10,2 to <3,81-100%,81-100%,4,4,5,5,5,4,4,5,4,4,5,4,F,1,1,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,2,ART,3.43,A-,3.40,3.38,No,2,1,0,1,BLANK,BLANK,BLANK,1,BLANK,BLANK
1066,1617T1,UNFN,10,10,4,5,1,5,6,1,4,5,1,4,5,1,4,5,1,3,5,2,4,5,1,5,5,0,3,5,2,3,5,2,4,5,1,4,6,2,3,5,2,5,6,1,5,5,0,5,6,1,5,6,1,8 to 9,4 to 5,6 to <10,3 to <4,81-100%,81-100%,3,4,4,3,4,4,4,4,4,4,4,4,M,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,,Cantonese,DSE 5 or above,2,SSF,3.35,B+,3.29,3.25,No,2,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
1067,1617T1,UNFN,7,7,3,5,2,4,5,1,4,4,0,4,4,0,2,3,1,2,3,1,3,3,0,3,4,1,3,5,2,3,5,2,3,5,2,2,4,2,3,4,1,4,5,1,3,4,1,4,4,0,3,4,1,6 to 7,6 to 7,3 to <6,2 to <3,61-80%,81-100%,3,3,3,2,3,3,3,3,3,4,4,2,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK,1,BLANK,BLANK,,Others,DSE 4 or below,2,ART,2.86,B,3.07,3.17,No,0,1,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
1068,1617T1,UNFN,10,10,4,5,1,5,5,0,4,4,0,5,4,-1,5,5,0,5,5,0,5,5,0,5,5,0,4,4,0,4,4,0,5,5,0,4,5,1,4,5,1,5,5,0,4,5,1,5,5,0,5,5,0,6 to 7,2 to 3,3 to <6,2 to <3,81-100%,81-100%,3,4,4,2,4,3,4,4,4,4,4,3,F,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,2,MED,2.23,B+,2.51,2.64,No,3,0,0,1,BLANK,BLANK,BLANK,1,BLANK,BLANK
1070,1617T1,UNFN,2,2,6,5,-1,6,6,0,6,4,-2,6,5,-1,2,3,1,2,5,3,2,5,3,4,6,2,4,6,2,4,6,2,4,6,2,4,6,2,4,6,2,3,5,2,3,6,3,4,4,0,3,6,3,6 to 7,4 to 5,3 to <6,2 to <3,81-100%,81-100%,5,4,4,2,4,5,4,4,4,4,3,2,M,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,2,ENF,3.60,B,3.54,3.51,No,1,0,0,1,BLANK,BLANK,1,1,BLANK,BLANK
1071,1617T1,UNFN,2,2,4,5,1,4,5,1,4,5,1,4,4,0,2,5,3,3,6,3,3,4,1,5,5,0,3,5,2,3,5,2,4,4,0,3,4,1,3,4,1,4,5,1,4,4,0,3,5,2,4,4,0,2 to 3,2 to 3,3 to <6,1 to <2,81-100%,81-100%,4,4,5,4,4,4,4,3,5,4,3,4,M,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,2,BAF,2.99,B,2.94,2.91,No,0,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
1073,1617T1,UNFN,2,2,5,5,0,5,5,0,5,5,0,5,6,1,5,5,0,5,4,-1,6,5,-1,4,5,1,5,5,0,5,6,1,4,5,1,5,5,0,4,5,1,5,5,0,4,6,2,5,5,0,5,4,-1,8 to 9,2 to 3,10 to <15,3 to <4,41-60%,81-100%,4,4,5,5,4,4,4,4,4,5,5,4,F,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,2,MED,3.38,A-,3.34,3.33,No,3,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
1074,1617T1,UNFN,2,2,5,5,0,5,5,0,5,6,1,5,5,0,4,6,2,5,4,-1,5,5,0,5,5,0,4,5,1,5,5,0,4,4,0,4,4,0,4,5,1,5,5,0,4,5,1,4,6,2,5,6,1,6 to 7,2 to 3,3 to <6,2 to <3,61-80%,81-100%,4,4,5,4,5,5,4,4,4,4,4,5,M,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 5 or above,2,BAF,3.15,A-,3.20,3.22,No,2,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
1075,1617T1,UNFN,2,2,3,4,1,4,5,1,4,4,0,4,5,1,1,2,1,4,3,-1,4,4,0,2,4,2,2,3,1,2,3,1,3,3,0,3,4,1,2,4,2,4,4,0,3,4,1,2,5,3,4,5,1,0 to 1,0 to 1,less than 1,3 to <4,61-80%,81-100%,3,5,5,2,4,2,4,4,4,4,5,2,M,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,2,EDU,2.19,C,2.41,2.50,No,1,0,0,1,BLANK,BLANK,BLANK,1,BLANK,BLANK
1076,1617T1,UNFN,10,10,4,5,1,5,5,0,5,5,0,5,5,0,2,4,2,2,3,1,1,2,1,4,3,-1,2,4,2,2,5,3,2,5,3,4,4,0,4,5,1,6,5,-1,4,5,1,5,5,0,5,5,0,8 to 9,8 to 9,3 to <6,2 to <3,41-60%,81-100%,3,5,4,2,4,3,3,3,4,4,4,1,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,2,SSF,2.98,B,3.11,3.17,No,0,2,0,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK
1079,1617T1,UNFN,2,2,5,5,0,5,5,0,4,5,1,4,5,1,3,5,2,2,1,-1,1,1,0,3,4,1,2,3,1,2,3,1,4,3,-1,2,5,3,3,6,3,6,5,-1,5,5,0,5,5,0,5,5,0,10 to 11,BLANK,3 to <6,2 to <3,81-100%,81-100%,3,5,5,1,5,1,5,5,5,5,5,5,M,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,1,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,2,ART,3.23,A-,3.28,3.31,No,0,2,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
1080,1617T1,UNFN,7,7,5,4,-1,4,4,0,5,4,-1,4,4,0,4,4,0,5,4,-1,5,4,-1,5,4,-1,4,5,1,3,5,2,4,5,1,3,5,2,3,4,1,4,5,1,4,4,0,4,4,0,4,5,1,8 to 9,0 to 1,6 to <10,2 to <3,81-100%,81-100%,4,4,3,3,4,3,4,4,4,4,4,3,F,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,,Cantonese,DSE 4 or below,2,SCF,3.24,B+,3.24,3.24,No,2,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
1081,1617T1,UNFN,2,2,4,5,1,4,6,2,2,4,2,2,4,2,2,3,1,2,3,1,3,4,1,4,5,1,3,5,2,4,5,1,4,5,1,4,5,1,3,5,2,4,5,1,3,5,2,4,5,1,4,6,2,10 to 11,0 to 1,more than 15,4 to <5,81-100%,81-100%,5,4,4,4,4,4,4,4,4,4,4,4,M,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,2,ENF,2.26,B+,1.88,1.76,No,2,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
1084,1617T1,UNFN,14,14,6,6,0,6,6,0,5,3,-2,5,4,-1,4,4,0,3,4,1,4,3,-1,4,5,1,2,4,2,2,5,3,3,4,1,4,5,1,4,NA,#VALUE!,5,5,0,4,5,1,6,6,0,5,1,-4,4 to 5,4 to 5,1 to <3,3 to <4,81-100%,61-80%,2,2,4,1,4,1,2,3,5,5,4,1,M,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,2,ENF,3.01,B-,3.01,3.00,No,2,0,0,BLANK,1,1,BLANK,1,BLANK,BLANK
1085,1617T1,UNFN,7,7,5,6,1,6,6,0,5,6,1,5,5,0,4,5,1,5,5,0,5,5,0,5,5,0,4,5,1,5,5,0,5,5,0,5,6,1,5,5,0,5,6,1,5,6,1,5,6,1,5,6,1,2 to 3,4 to 5,3 to <6,2 to <3,41-60%,81-100%,5,5,5,5,5,4,5,5,5,5,5,5,M,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 5 or above,2,SSF,2.86,B+,2.88,2.89,No,2,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
